action,score,retailer,scraped_name,scraped_price,matched_name,matched_slug,matched_category,product_url
WOULD IGNORE,0%,UltraPC,"Corsair AR120 Digital RGB Triple Pack (Black)",599.00,"",,,https://www.ultrapc.ma/ventilateurs-boitier/7809-corsair-ar120-digital-rgb-triple-pack-black.html
WOULD IGNORE,0%,UltraPC,"Corsair AR120 Digital RGB Triple Pack (White)",599.00,"",,,https://www.ultrapc.ma/ventilateurs-boitier/8249-corsair-ar120-digital-rgb-triple-pack-white.html
WOULD MAP,100%,UltraPC,"Corsair CV650 80PLUS Bronze 650W",790.00,"Corsair CX650M 650W",corsair-cx650m,psu,https://www.ultrapc.ma/alimentations-pc/3661-corsair-cv650-80plus-bronze-650w.html
WOULD MAP,100%,UltraPC,"Corsair CV750 80PLUS Bronze 750W",1049.00,"Corsair RM750x 750W",corsair-rm750x,psu,https://www.ultrapc.ma/alimentations-pc/4693-corsair-cv750-80plus-bronze-750w.html
WOULD MAP,100%,UltraPC,"Corsair CX550 80PLUS Bronze 550W",1040.00,"Corsair CV550 550W",corsair-cv550,psu,https://www.ultrapc.ma/alimentations-pc/1527-corsair-cx550-80plus-bronze-550w.html
WOULD IGNORE,0%,UltraPC,"Corsair CX550F RGB 80PLUS Bronze (Blanc)",749.00,"",,,https://www.ultrapc.ma/alimentations-pc/4528-corsair-cx550f-rgb-80plus-bronze-blanc.html
WOULD IGNORE,0%,UltraPC,"Corsair CX550F RGB 80PLUS Bronze (Noir)",699.00,"",,,https://www.ultrapc.ma/alimentations-pc/4296-corsair-cx550f-rgb-80plus-bronze-noir.html
WOULD IGNORE,0%,UltraPC,"Corsair CX650F RGB 80PLUS Bronze (Noir)",849.00,"",,,https://www.ultrapc.ma/alimentations-pc/4692-corsair-cx650f-rgb-80plus-bronze-noir.html
WOULD IGNORE,0%,UltraPC,"Corsair CX750 80PLUS Bronze",1099.00,"",,,https://www.ultrapc.ma/entre-700-w-et-799-w/7210-corsair-cx750-80plus-bronze-4710562755428.html
WOULD IGNORE,0%,UltraPC,"Corsair CX750F RGB 80PLUS Bronze (Blanc)",1099.00,"",,,https://www.ultrapc.ma/alimentations-pc/4627-corsair-cx750f-rgb-80plus-bronze-blanc.html
WOULD IGNORE,0%,UltraPC,"Corsair CX750F RGB 80PLUS Bronze (Noir)",1199.00,"",,,https://www.ultrapc.ma/alimentations-pc/4206-corsair-cx750f-rgb-80plus-bronze-noir.html
WOULD IGNORE,0%,UltraPC,"Corsair Carbide SPEC-OMEGA RGB Noir",999.00,"",,,https://www.ultrapc.ma/les-moyennes-tours/4148-corsair-carbide-spec-omega-rgb-noir.html
WOULD IGNORE,0%,UltraPC,"Corsair Dominator Titanium DDR5 RGB 32 Go (2 x 16 Go) 6000 MHz CL30 - Gris",2299.00,"",,,https://www.ultrapc.ma/memoire-vive-ddr5/9921-corsair-dominator-titanium-ddr5-rgb-32-go-2-x-16-go-6000-mhz-cl30-gris.html
WOULD IGNORE,0%,UltraPC,"Corsair FRAME 4500X RS-R ARGB Blanc",1799.00,"",,,https://www.ultrapc.ma/les-moyennes-tours/11238-corsair-frame-4500x-rs-r-argb-blanc.html
WOULD IGNORE,0%,UltraPC,"Corsair FRAME 4500X RS-R ARGB Noir",1799.00,"",,,https://www.ultrapc.ma/les-moyennes-tours/11236-corsair-frame-4500x-rs-r-argb-noir.html
WOULD IGNORE,0%,UltraPC,"Corsair Frame 4000D (Blanc)",949.00,"",,,https://www.ultrapc.ma/les-moyennes-tours/9824-corsair-frame-4000d-blanc.html
WOULD IGNORE,0%,UltraPC,"Corsair Frame 4000D (Noir)",949.00,"",,,https://www.ultrapc.ma/les-moyennes-tours/9823-corsair-frame-4000d-noir.html
WOULD IGNORE,0%,UltraPC,"Corsair Frame 4000D RS ARGB (Blanc)",1199.00,"",,,https://www.ultrapc.ma/les-moyennes-tours/10720-corsair-frame-4000d-rs-argb-blanc.html
WOULD IGNORE,0%,UltraPC,"Corsair Frame 4000D RS ARGB (Noir)",1249.00,"",,,https://www.ultrapc.ma/les-moyennes-tours/10719-corsair-frame-4000d-rs-argb-noir.html
WOULD IGNORE,0%,UltraPC,"Corsair Frame 5000D RS (Blanc)",1599.00,"",,,https://www.ultrapc.ma/les-moyennes-tours/11726-corsair-frame-5000d-rs-blanc.html
WOULD IGNORE,0%,UltraPC,"Corsair Frame 5000D RS (Noir)",1599.00,"",,,https://www.ultrapc.ma/les-moyennes-tours/11725-corsair-frame-5000d-rs-noir.html
WOULD IGNORE,0%,UltraPC,"Corsair Frame 5000D RS ARGB (Blanc)",1999.00,"",,,https://www.ultrapc.ma/les-moyennes-tours/11728-corsair-frame-5000d-rs-argb-blanc.html
WOULD IGNORE,0%,UltraPC,"Corsair Frame 5000D RS ARGB (Noir)",1999.00,"",,,https://www.ultrapc.ma/les-moyennes-tours/11727-corsair-frame-5000d-rs-argb-noir.html
WOULD MAP,100%,UltraPC,"Corsair HX1200i 1200W Platinum",3649.00,"Corsair RM1200x 1200W",corsair-rm1200x,psu,https://www.ultrapc.ma/plus-de-900-w/11731-corsair-hx1200i-1200w-platinum.html
WOULD IGNORE,0%,UltraPC,"Corsair HX1500i 1500W Platinum",4199.00,"",,,https://www.ultrapc.ma/plus-de-900-w/11732-corsair-hx1500i-1500w-platinum.html
WOULD MAP,100%,UltraPC,"Corsair HX850 80PLUS Platinum 850W",2799.00,"Corsair RM850x 850W",corsair-rm850x,psu,https://www.ultrapc.ma/alimentations-pc/687-corsair-hx850-80plus-platinum-850w.html
WOULD IGNORE,0%,UltraPC,"Corsair Nautilus 240 RS ARGB (Blanc)",1149.00,"",,,https://www.ultrapc.ma/kits-watercooling/9836-corsair-nautilus-240-rs-argb-blanc.html
WOULD IGNORE,0%,UltraPC,"Corsair Nautilus 240 RS ARGB (Noir)",1149.00,"",,,https://www.ultrapc.ma/kits-watercooling/9834-corsair-nautilus-240-rs-argb-noir.html
WOULD IGNORE,0%,UltraPC,"Corsair Nautilus 240 RS LCD (Blanc)",1499.00,"",,,https://www.ultrapc.ma/kits-watercooling/11724-corsair-nautilus-240-rs-lcd-blanc.html
WOULD IGNORE,0%,UltraPC,"Corsair Nautilus 240 RS LCD (Noir)",1499.00,"",,,https://www.ultrapc.ma/kits-watercooling/11723-corsair-nautilus-240-rs-lcd-noir.html
WOULD IGNORE,0%,UltraPC,"Corsair Nautilus 360 RS ARGB (Blanc)",1299.00,"",,,https://www.ultrapc.ma/kits-watercooling/9837-corsair-nautilus-360-rs-argb-blanc.html
WOULD IGNORE,0%,UltraPC,"Corsair Nautilus 360 RS ARGB (Noir)",1299.00,"",,,https://www.ultrapc.ma/kits-watercooling/9835-corsair-nautilus-360-rs-argb-noir.html
WOULD IGNORE,0%,UltraPC,"Corsair Nautilus 360 RS LCD (Blanc)",1749.00,"",,,https://www.ultrapc.ma/kits-watercooling/11718-corsair-nautilus-360-rs-lcd-blanc.html
WOULD IGNORE,0%,UltraPC,"Corsair Nautilus 360 RS LCD (Noir)",1749.00,"",,,https://www.ultrapc.ma/kits-watercooling/11717-corsair-nautilus-360-rs-lcd-noir.html
WOULD IGNORE,0%,UltraPC,"Corsair Obsidian 500D RGB SE PREMIUM",3290.00,"",,,https://www.ultrapc.ma/les-moyennes-tours/5059-corsair-obsidian-500d-rgb-se-premium.html
WOULD IGNORE,0%,UltraPC,"Corsair RM1000e 80PLUS Gold",2199.00,"",,,https://www.ultrapc.ma/alimentations-pc/5564-corsair-rm1000e-80plus-gold.html
WOULD IGNORE,0%,UltraPC,"Corsair RM1000e Gold Blanc (2025)",1899.00,"",,,https://www.ultrapc.ma/plus-de-900-w/11235-corsair-rm1000e-gold-blanc-2025.html
WOULD IGNORE,0%,UltraPC,"Corsair RM1000e Gold Noir (2025)",1899.00,"",,,https://www.ultrapc.ma/plus-de-900-w/9833-corsair-rm1000e-gold-noir-2025.html
WOULD IGNORE,0%,UltraPC,"Corsair RM1200e (2025)",2749.00,"",,,https://www.ultrapc.ma/plus-de-900-w/10721-corsair-rm1200e-2025.html
WOULD MAP,100%,UltraPC,"Corsair RM750 80PLUS Gold 750W",1599.00,"Corsair Corsair RM750x 750W 80+ Gold",corsair-corsair-rm750x-750w-80-gold,psu,https://www.ultrapc.ma/alimentations-pc/2946-corsair-rm750-80plus-gold-750w.html
WOULD IGNORE,0%,UltraPC,"Corsair RM750e 80PLUS Gold",1299.00,"",,,https://www.ultrapc.ma/alimentations-pc/5562-corsair-rm750e-80plus-gold.html
WOULD IGNORE,0%,UltraPC,"Corsair RM750e Gold Blanc (2025)",1249.00,"",,,https://www.ultrapc.ma/entre-700-w-et-799-w/11233-corsair-rm750e-gold-blanc-2025.html
WOULD IGNORE,0%,UltraPC,"Corsair RM750e Gold Noir (2025)",1249.00,"",,,https://www.ultrapc.ma/entre-700-w-et-799-w/9831-corsair-rm750e-gold-noir-2025.html
WOULD IGNORE,0%,UltraPC,"Corsair RM850 80PLUS Gold - Blanc",1890.00,"",,,https://www.ultrapc.ma/alimentations-pc/5623-corsair-rm850-80plus-gold-blanc.html
WOULD MAP,100%,UltraPC,"Corsair RM850 80PLUS Gold 850W",1690.00,"Corsair Corsair RM850x 850W 80+ Gold",corsair-corsair-rm850x-850w-80-gold,psu,https://www.ultrapc.ma/alimentations-pc/3128-corsair-rm850-80plus-gold-850w.html
WOULD IGNORE,0%,UltraPC,"Corsair RM850e 80PLUS Gold",1499.00,"",,,https://www.ultrapc.ma/alimentations-pc/5563-corsair-rm850e-80plus-gold.html
WOULD IGNORE,0%,UltraPC,"Corsair RM850e Gold Blanc (2025)",1399.00,"",,,https://www.ultrapc.ma/entre-800-w-et-899-w/11234-corsair-rm850e-gold-blanc-2025.html
WOULD IGNORE,0%,UltraPC,"Corsair RM850e Gold Noir (2025)",1399.00,"",,,https://www.ultrapc.ma/entre-800-w-et-899-w/9832-corsair-rm850e-gold-noir-2025.html
WOULD IGNORE,0%,UltraPC,"Corsair RS120-R ARGB Triple Pack Blanc",379.00,"",,,https://www.ultrapc.ma/ventilateurs-boitier/11722-corsair-rs120-r-argb-triple-pack-blanc.html
WOULD IGNORE,0%,UltraPC,"Corsair RS120-R ARGB Triple Pack Noir",379.00,"",,,https://www.ultrapc.ma/ventilateurs-boitier/11721-corsair-rs120-r-argb-triple-pack-noir.html
WOULD IGNORE,0%,UltraPC,"Corsair RS140 ARGB Dual Pack Blanc",319.00,"",,,https://www.ultrapc.ma/ventilateurs-boitier/11720-corsair-rs140-argb-dual-pack-blanc.html
WOULD IGNORE,0%,UltraPC,"Corsair RS140 ARGB Dual Pack Noir",319.00,"",,,https://www.ultrapc.ma/ventilateurs-boitier/11719-corsair-rs140-argb-dual-pack-noir.html
WOULD IGNORE,0%,UltraPC,"Corsair TM30 (3 grammes)",79.00,"",,,https://www.ultrapc.ma/pate-thermique-pc/5111-corsair-tm30-3-grammes.html
WOULD IGNORE,0%,UltraPC,"Corsair Titan 360 RX LCD RGB (Blanc)",3299.00,"",,,https://www.ultrapc.ma/kits-watercooling/10746-corsair-titan-360-rx-lcd-rgb-blanc.html
WOULD IGNORE,0%,UltraPC,"Corsair Titan 360 RX LCD RGB (Noir)",3299.00,"",,,https://www.ultrapc.ma/kits-watercooling/10745-corsair-titan-360-rx-lcd-rgb-noir.html
WOULD IGNORE,0%,UltraPC,"Corsair Titan 360 RX RGB (Blanc)",2299.00,"",,,https://www.ultrapc.ma/kits-watercooling/10744-corsair-titan-360-rx-rgb-blanc.html
WOULD IGNORE,0%,UltraPC,"Corsair Titan 360 RX RGB (Noir)",2299.00,"",,,https://www.ultrapc.ma/kits-watercooling/10743-corsair-titan-360-rx-rgb-noir.html
WOULD IGNORE,0%,UltraPC,"Corsair Vengeance DDR5 32 Go (2 x 16 Go) 6000 MHz CL36",1399.00,"",,,https://www.ultrapc.ma/memoire-vive-ddr5/9948-corsair-vengeance-ddr5-32go-2-x-16go-5600-mhz-cl36.html
WOULD IGNORE,0%,UltraPC,"Corsair Vengeance DDR5 32Go (1 x 32Go) 5600 MHz CL40",1399.00,"",,,https://www.ultrapc.ma/memoire-vive-ddr5/6115-corsair-vengeance-ddr5-32go-1-x-32go-5600-mhz-cl40.html
WOULD IGNORE,0%,UltraPC,"Corsair Vengeance DDR5 32Go (2 x 16Go) 5600 MHz CL36",1579.00,"",,,https://www.ultrapc.ma/memoire-vive-ddr5/8910-corsair-vengeance-ddr5-32go-2-x-16go-5600-mhz-cl36.html
WOULD IGNORE,0%,UltraPC,"Corsair Vengeance DDR5 32Go (2 x 16Go) 5600 MHz CL40",1499.00,"",,,https://www.ultrapc.ma/memoire-vive-ddr5/8389-corsair-vengeance-ddr5-32go-2-x-16go-5600-mhz-cl40.html
WOULD IGNORE,0%,UltraPC,"Corsair Vengeance DDR5 32Go (2 x 16Go) 5600MHz CL40",1599.00,"",,,https://www.ultrapc.ma/memoire-vive-ddr5/6952-corsair-vengeance-ddr5-32go-2-x-16go-5600mhz-cl40-memoire-vive-pc.html
WOULD IGNORE,0%,UltraPC,"Corsair Vengeance DDR5 32Go (2 x 16Go) 6000 MHz CL30",1799.00,"",,,https://www.ultrapc.ma/memoire-vive-ddr5/8909-corsair-vengeance-ddr5-32go-2-x-16go-6000-mhz-cl30.html
WOULD IGNORE,0%,UltraPC,"Corsair Vengeance DDR5 32Go (2 x 16Go) 6000 MHz CL36",1799.00,"",,,https://www.ultrapc.ma/memoire-vive-ddr5/5859-corsair-vengeance-ddr5-32go-2-x-16go-6000-mhz-cl36.html
WOULD IGNORE,0%,UltraPC,"Corsair Vengeance DDR5 32Go (2 x 16Go) 6000 MHz CL36",1699.00,"",,,https://www.ultrapc.ma/memoire-vive-ddr5/5657-corsair-vengeance-ddr5-32go-2-x-16go-6000-mhz-cl36.html
WOULD IGNORE,0%,UltraPC,"Corsair Vengeance DDR5 32Go (2 x16 Go) 5200 MHz CL40",1499.00,"",,,https://www.ultrapc.ma/memoire-vive-ddr5/6116-corsair-vengeance-ddr5-32go-2-x16-go-5200-mhz-cl40.html
WOULD IGNORE,0%,UltraPC,"Corsair Vengeance DDR5 32Go (2 x16 Go) 5200 MHz CL40",1499.00,"",,,https://www.ultrapc.ma/memoire-vive-ddr5/4807-corsair-vengeance-ddr5-32go-2-x16-go-5200-mhz-cl40.html
WOULD IGNORE,0%,UltraPC,"Corsair Vengeance DDR5 32Go (2 x16 Go) 5600 MHz CL36",2099.00,"",,,https://www.ultrapc.ma/memoire-vive-ddr5/5617-corsair-vengeance-ddr5-32go-2-x16-go-6200-mhz-cl36.html
WOULD IGNORE,0%,UltraPC,"Corsair Vengeance DDR5 32Go (2 x16 Go) 5600 MHz CL36 - Blanc",1499.00,"",,,https://www.ultrapc.ma/memoire-vive-ddr5/5616-corsair-vengeance-ddr5-32go-2-x16-go-5600-mhz-cl36-blanc.html
WOULD IGNORE,0%,UltraPC,"Corsair Vengeance DDR5 32Go (2 x16 Go) 6200 MHz CL36",1699.00,"",,,https://www.ultrapc.ma/memoire-vive-ddr5/5619-corsair-vengeance-ddr5-32go-2-x16-go-6200-mhz-cl36.html
WOULD IGNORE,0%,UltraPC,"Corsair Vengeance DDR5 64Go (2 x 32Go) 5200 MHz CL40",2899.00,"",,,https://www.ultrapc.ma/memoire-vive-ddr5/7812-corsair-vengeance-ddr5-64go-2-x-32go-5200-mhz-cl40.html
WOULD IGNORE,0%,UltraPC,"Corsair Vengeance DDR5 64Go (2 x 32Go) 5200MHz CL40",2499.00,"",,,https://www.ultrapc.ma/memoire-vive-ddr5/6950-corsair-vengeance-ddr5-32go-2-x-16go-5200mhz-cl40-memoire-vive-pc.html
WOULD IGNORE,0%,UltraPC,"Corsair Vengeance DDR5 64Go (2 x 32Go) 5600 MHz CL40",2899.00,"",,,https://www.ultrapc.ma/memoire-vive-ddr5/5861-corsair-vengeance-ddr5-64go-2-x-32go-5600-mhz-cl40.html
WOULD IGNORE,0%,UltraPC,"Corsair Vengeance DDR5 64Go (2 x 32Go) 5600 MHz CL40",2599.00,"",,,https://www.ultrapc.ma/memoire-vive-ddr5/5654-corsair-vengeance-ddr5-32go-2-x16-go-6200-mhz-cl36.html
WOULD IGNORE,0%,UltraPC,"Corsair Vengeance DDR5 64Go (2 x 32Go) 6000 MHz CL30",3149.00,"",,,https://www.ultrapc.ma/memoire-vive-ddr5/6953-corsair-vengeance-ddr5-64go-2-x-32go-6000-mhz-cl38-memoire-vive-pc.html
WOULD IGNORE,0%,UltraPC,"Corsair Vengeance DDR5 64Go (2 x 32Go) 6000 MHz CL40",3399.00,"",,,https://www.ultrapc.ma/memoire-vive-ddr5/6501-corsair-vengeance-ddr5-64go-2-x-32go-6000-mhz-cl40.html
WOULD IGNORE,0%,UltraPC,"Corsair Vengeance DDR5 64Go (2 x 32Go) 6400 MHz CL32 - Noir",3499.00,"",,,https://www.ultrapc.ma/memoire-vive-ddr5/5862-corsair-vengeance-ddr5-64go-2-x-32go-6400-mhz-cl32-noir.html
WOULD IGNORE,0%,UltraPC,"Corsair Vengeance LPX Series 16Go (2x8Go) DDR4 3600MHz CL18",599.00,"",,,https://www.ultrapc.ma/memoire-vive-pc/5340-corsair-vengeance-lpx-series-16go-2x8go-ddr4-3600mhz-cl18.html
WOULD IGNORE,0%,UltraPC,"Corsair Vengeance LPX Series 32Go (2x 16Go) DDR4 3200MHz CL16",739.00,"",,,https://www.ultrapc.ma/memoire-vive-pc/423-corsair-vengeance-lpx-series-32go-2x-16go-ddr4-3200mhz-cl16.html
WOULD IGNORE,0%,UltraPC,"Corsair Vengeance LPX Series Low Profile 16Go (1x 16Go) DDR4 3200 MHz CL16",499.00,"",,,https://www.ultrapc.ma/memoire-vive-pc/5173-corsair-vengeance-lpx-series-low-profile-16go-1x-16go-ddr4-3200-mhz-cl16.html
WOULD IGNORE,0%,UltraPC,"Corsair Vengeance LPX Series Low Profile 16Go (1x 16Go) DDR4 3200 MHz CL16 Bulk",399.00,"",,,https://www.ultrapc.ma/memoire-vive-pc/7264-corsair-vengeance-lpx-series-low-profile-16go-1x-16go-ddr4-3200-mhz-cl16-bulk.html
WOULD IGNORE,0%,UltraPC,"Corsair Vengeance LPX Series Low Profile 16Go (2x 8Go) DDR4 3200 MHz CL16",599.00,"",,,https://www.ultrapc.ma/memoire-vive-pc/3449-corsair-vengeance-lpx-series-low-profile-16go-2x-8go-ddr4-3200-mhz-cl16.html
WOULD IGNORE,0%,UltraPC,"Corsair Vengeance LPX Series Low Profile 16Go (2x 8Go) DDR4 3200 MHz CL16",499.00,"",,,https://www.ultrapc.ma/memoire-vive-pc/8388-corsair-vengeance-lpx-series-low-profile-16go-2x-8go-ddr4-3200-mhz-cl16.html
WOULD IGNORE,0%,UltraPC,"Corsair Vengeance LPX Series Low Profile 8Go (1x 8Go) DDR4 3200 MHz CL16",279.00,"",,,https://www.ultrapc.ma/memoire-vive-pc/8172-corsair-vengeance-lpx-series-low-profile-8go-1x-8go-ddr4-3200-mhz-cl16.html
WOULD IGNORE,0%,UltraPC,"Corsair Vengeance LPX Series Low Profile 8Go (1x 8Go) DDR4 3200 MHz CL16 Bulk",239.00,"",,,https://www.ultrapc.ma/memoire-vive-pc/7261-corsair-vengeance-lpx-series-low-profile-8go-1x-8go-ddr4-3200-mhz-cl16-bulk.html
WOULD IGNORE,0%,UltraPC,"Corsair Vengeance LPX Series Noir 16Go DDR4 3200 MHz CL16 BULK",419.00,"",,,https://www.ultrapc.ma/memoire-vive-pc/10523-corsair-vengeance-lpx-series-noir-16go-ddr4-3200-mhz-cl16-bulk.html
WOULD IGNORE,0%,UltraPC,"Corsair Vengeance LPX Series Noir 32Go (2x 16Go) DDR4 3200 MHz CL16",899.00,"",,,https://www.ultrapc.ma/memoire-vive-pc/10391-corsair-vengeance-lpx-series-noir-32go-2x-16go-ddr4-3200-mhz-cl16.html
WOULD IGNORE,0%,UltraPC,"Corsair Vengeance LPX Series Noir 32Go (2x 16Go) DDR4 3600 MHz CL18",899.00,"",,,https://www.ultrapc.ma/memoire-vive-pc/5472-corsair-vengeance-lpx-series-noir-32go-2x-16go-ddr4-3600-mhz-cl18.html
WOULD IGNORE,0%,UltraPC,"Corsair Vengeance LPX Series Noir 32Go (2x 16Go) DDR4 3600 MHz CL18",899.00,"",,,https://www.ultrapc.ma/memoire-vive-pc/3900-corsair-vengeance-lpx-series-noir-32go-2x-16go-ddr4-3600-mhz-cl18.html
WOULD MAP,100%,UltraPC,"Corsair Vengeance RGB 64GB (2x32GB) DDR5 6000MHz CL40",8499.00,"G.Skill Trident Z5 64GB DDR5-6000",gskill-trident-z5-64gb-ddr5-6000,ram,https://www.ultrapc.ma/memoire-vive-ddr5/10428-corsair-vengeance-rgb-64gb-2x32gb-ddr5-6000mhz-cl40.html
WOULD IGNORE,0%,UltraPC,"Corsair Vengeance RGB DDR5 32Go (2 x 16Go) 5200 MHz CL40",1699.00,"",,,https://www.ultrapc.ma/memoire-vive-ddr5/5047-corsair-vengeance-rgb-ddr5-32go-2-x-16go-5200-mhz-cl40.html
WOULD IGNORE,0%,UltraPC,"Corsair Vengeance RGB DDR5 32Go (2 x 16Go) 5600 MHz CL36",1699.00,"",,,https://www.ultrapc.ma/memoire-vive-ddr5/5113-corsair-vengeance-rgb-ddr5-32go-2-x-16go-5600-mhz-cl36.html
WOULD IGNORE,0%,UltraPC,"Corsair Vengeance RGB DDR5 32Go (2 x 16Go) 5600 MHz CL36 - Blanc",2690.00,"",,,https://www.ultrapc.ma/memoire-vive-ddr5/5202-corsair-vengeance-rgb-ddr5-32go-2-x-16go-5600-mhz-cl36-blanc.html
WOULD IGNORE,0%,UltraPC,"Corsair Vengeance RGB DDR5 32Go (2 x 16Go) 5600 MHz CL40 Noir",1699.00,"",,,https://www.ultrapc.ma/memoire-vive-ddr5/6117-corsair-vengeance-rgb-ddr5-32go-2-x-16go-5600-mhz-cl40-noir.html
WOULD IGNORE,0%,UltraPC,"Corsair Vengeance RGB DDR5 32Go (2 x 16Go) 6000 MHz",1399.00,"",,,https://www.ultrapc.ma/memoire-vive-ddr5/8908-corsair-vengeance-rgb-ddr5-32go-2-x-16go-6000-mhz.html
WOULD IGNORE,0%,UltraPC,"Corsair Vengeance RGB DDR5 32Go (2 x 16Go) 6000 MHz CL30",1839.00,"",,,https://www.ultrapc.ma/memoire-vive-ddr5/8907-corsair-vengeance-rgb-ddr5-32go-2-x-16go-6000-mhz-cl30.html
WOULD IGNORE,0%,UltraPC,"Corsair Vengeance RGB DDR5 32Go (2 x 16Go) 6000 MHz CL36",2490.00,"",,,https://www.ultrapc.ma/memoire-vive-ddr5/5132-corsair-vengeance-rgb-ddr5-32go-2-x-16go-6000-mhz-cl36.html
WOULD IGNORE,0%,UltraPC,"Corsair Vengeance RGB DDR5 32Go (2 x 16Go) 6000 MHz CL36 - Noir",1899.00,"",,,https://www.ultrapc.ma/memoire-vive-ddr5/5860-corsair-vengeance-rgb-ddr5-32go-2-x-16go-6000-mhz-cl36.html
WOULD IGNORE,0%,UltraPC,"Corsair Vengeance RGB DDR5 32Go (2 x 16Go) 6000 MHz CL40",2190.00,"",,,https://www.ultrapc.ma/memoire-vive-ddr5/5203-corsair-vengeance-rgb-ddr5-32go-2-x-16go-6000-mhz-cl40.html
WOULD IGNORE,0%,UltraPC,"Corsair Vengeance RGB DDR5 32Go (2 x 16Go) 6200 MHz CL36 - Blanc",1999.00,"",,,https://www.ultrapc.ma/memoire-vive-ddr5/5618-corsair-vengeance-rgb-ddr5-32go-2-x-16go-6200-mhz-cl36-blanc.html
WOULD IGNORE,0%,UltraPC,"Corsair Vengeance RGB DDR5 64Go (2 x 32Go) 5200 MHz CL40",2699.00,"",,,https://www.ultrapc.ma/memoire-vive-ddr5/7808-corsair-vengeance-rgb-ddr5-64go-2-x-32go-5200-mhz-cl40.html
WOULD IGNORE,0%,UltraPC,"Corsair Vengeance RGB DDR5 64Go (2 x 32Go) 5200 MHz CL40",2799.00,"",,,https://www.ultrapc.ma/memoire-vive-ddr5/6951-corsair-vengeance-rgb-ddr5-64go-2-x-32go-5200-mhz-cl40-memoire-vive-pc.html
WOULD IGNORE,0%,UltraPC,"Corsair Vengeance RGB DDR5 64Go (2 x 32Go) 5600 MHz CL36",3299.00,"",,,https://www.ultrapc.ma/memoire-vive-ddr5/8975-corsair-vengeance-rgb-ddr5-64go-2-x-32go-5200-mhz-cl40.html
WOULD IGNORE,0%,UltraPC,"Corsair Vengeance RGB DDR5 64Go (2 x 32Go) 6000 MHz CL30",3499.00,"",,,https://www.ultrapc.ma/memoire-vive-ddr5/8922-corsair-vengeance-rgb-ddr5-64go-2-x-32go-6000-mhz-cl30.html
WOULD IGNORE,0%,UltraPC,"Corsair Vengeance RGB DDR5 64Go (2 x 32Go) 6000 MHz CL38",3499.00,"",,,https://www.ultrapc.ma/memoire-vive-ddr5/6954-corsair-vengeance-rgb-ddr5-64go-2-x-32go-6000-mhz-cl38-memoire-vive-pc.html
WOULD IGNORE,0%,UltraPC,"Corsair Vengeance RGB DDR5 64Go (2 x 32Go) 6000 MHz CL40",3599.00,"",,,https://www.ultrapc.ma/memoire-vive-ddr5/6502-corsair-vengeance-rgb-ddr5-64go-2-x-32go-6000-mhz-cl40.html
WOULD IGNORE,0%,UltraPC,"Corsair Vengeance RGB PRO SL 16Go (2x 8Go) DDR4 3200 MHz CL16",899.00,"",,,https://www.ultrapc.ma/memoire-vive-pc/4036-corsair-vengeance-rgb-pro-sl-16go-2x-8go-ddr4-3200-mhz-cl16.html
WOULD IGNORE,0%,UltraPC,"Corsair Vengeance RGB PRO SL Series 32 Go (2 x 16 Go) DDR4 3600 MHz CL18 - Blanc",1399.00,"",,,https://www.ultrapc.ma/memoire-vive-pc/5470-corsair-vengeance-rgb-pro-sl-series-32-go-2-x-16-go-ddr4-3600-mhz-cl18-blanc.html
WOULD IGNORE,0%,UltraPC,"Corsair Vengeance RGB PRO SL Series 32Go (2x 16Go) DDR4 3200 MHz CL16",2790.00,"",,,https://www.ultrapc.ma/memoire-vive-pc/4324-corsair-vengeance-rgb-pro-sl-series-32go-2x-16go-ddr4-3200-mhz-cl16.html
WOULD IGNORE,0%,UltraPC,"Corsair Vengeance RGB PRO SL Series 32Go (2x 16Go) DDR4 3600 MHz CL18",999.00,"",,,https://www.ultrapc.ma/memoire-vive-pc/4323-corsair-vengeance-rgb-pro-sl-series-32go-2x-16go-ddr4-3600-mhz-cl18.html
WOULD IGNORE,0%,UltraPC,"Corsair Vengeance RGB PRO SL Series Noir 16Go (2x 8Go) DDR4 3600 MHz CL18",999.00,"",,,https://www.ultrapc.ma/memoire-vive-pc/4037-corsair-vengeance-rgb-pro-sl-series-noir-16go-2x-8go-ddr4-3600-mhz-cl18.html
WOULD IGNORE,0%,UltraPC,"Corsair Vengeance RGB PRO Series 16Go (2x 8Go) DDR4 3600 MHz CL18",1290.00,"",,,https://www.ultrapc.ma/memoire-vive-pc/2516-corsair-vengeance-rgb-pro-series-16go-2x-8go-ddr4-3600-mhz-cl18.html
WOULD IGNORE,0%,UltraPC,"Corsair Vengeance RGB PRO Series 32Go (2x 16Go) DDR4 3200 MHz CL16",1879.00,"",,,https://www.ultrapc.ma/memoire-vive-pc/4535-corsair-vengeance-rgb-pro-series-32go-2x-16go-ddr4-3200-mhz-cl16.html
WOULD IGNORE,0%,UltraPC,"Corsair Vengeance RGB PRO Series 32Go (2x 16Go) DDR4 3600 MHz CL18",1490.00,"",,,https://www.ultrapc.ma/memoire-vive-pc/4533-corsair-vengeance-rgb-pro-series-32go-2x-16go-ddr4-3600-mhz-cl18.html
