action,score,retailer,scraped_name,scraped_price,matched_name,matched_slug,matched_category,product_url
WOULD IGNORE,0%,NextLevel PC,"GIGABYTE GeForce RTX 5060 Ti AERO OC 16G",7899.00,"",,,https://nextlevelpc.ma/carte-graphique-video-gpu/97508-gigabyte-geforce-rtx-5060-ti-aero-oc-16g.html
WOULD IGNORE,0%,NextLevel PC,"GIGABYTE GeForce RTX 5060 Ti EAGLE ICE OC 16G",6399.00,"",,,https://nextlevelpc.ma/carte-graphique-video-gpu/94996-gigabyte-geforce-rtx-5060-ti-eagle-ice-oc-16g.html
WOULD IGNORE,0%,NextLevel PC,"GIGABYTE GeForce RTX 5060 Ti EAGLE ICE OC 8G",5499.00,"",,,https://nextlevelpc.ma/carte-graphique-video-gpu/94992-gigabyte-geforce-rtx-5060-ti-eagle-ice-oc-8g.html
WOULD IGNORE,0%,NextLevel PC,"GIGABYTE GeForce RTX 5060 Ti EAGLE OC 8G",5799.00,"",,,https://nextlevelpc.ma/carte-graphique-video-gpu/94991-gigabyte-geforce-rtx-5060-ti-eagle-oc-8g.html
WOULD IGNORE,0%,NextLevel PC,"GIGABYTE GeForce RTX 5060 Ti GAMING OC 8G",5299.00,"",,,https://nextlevelpc.ma/carte-graphique-video-gpu/94993-gigabyte-geforce-rtx-5060-ti-gaming-oc-8g.html
WOULD IGNORE,0%,NextLevel PC,"GIGABYTE GeForce RTX 5060 Ti WINDFORCE 16G",5499.00,"",,,https://nextlevelpc.ma/carte-graphique-video-gpu/94994-gigabyte-geforce-rtx-5060-ti-windforce-16g.html
WOULD IGNORE,0%,NextLevel PC,"GIGABYTE GeForce RTX 5060 Ti WINDFORCE 8G",4599.00,"",,,https://nextlevelpc.ma/carte-graphique-video-gpu/94989-gigabyte-geforce-rtx-5060-ti-windforce-8g.html
WOULD IGNORE,0%,NextLevel PC,"GIGABYTE GeForce RTX 5060 Ti WINDFORCE MAX OC 16G",6999.00,"",,,https://nextlevelpc.ma/carte-graphique-video-gpu/97112-gigabyte-geforce-rtx-5060-ti-windforce-max-oc-16g.html
WOULD IGNORE,0%,NextLevel PC,"GIGABYTE GeForce RTX 5060 Ti WINDFORCE OC 16G",5899.00,"",,,https://nextlevelpc.ma/carte-graphique-video-gpu/94995-gigabyte-geforce-rtx-5060-ti-windforce-oc-16g.html
WOULD IGNORE,0%,NextLevel PC,"GIGABYTE GeForce RTX 5060 Ti WINDFORCE OC 8G",5799.00,"",,,https://nextlevelpc.ma/carte-graphique-video-gpu/94990-gigabyte-geforce-rtx-5060-ti-windforce-oc-8g.html
WOULD IGNORE,0%,NextLevel PC,"GIGABYTE GeForce RTX 5060 WINDFORCE 8G",4249.00,"",,,https://nextlevelpc.ma/carte-graphique-video-gpu/95194-gigabyte-geforce-rtx-5060-windforce-8g.html
WOULD IGNORE,0%,NextLevel PC,"GIGABYTE GeForce RTX 5060 WINDFORCE MAX OC 8G",4799.00,"",,,https://nextlevelpc.ma/carte-graphique-video-gpu/96686-gigabyte-geforce-rtx-5060-windforce-max-oc-8g.html
WOULD IGNORE,0%,NextLevel PC,"GIGABYTE GeForce RTX 5060 WINDFORCE OC 8G",34999.00,"",,,https://nextlevelpc.ma/carte-graphique-video-gpu/94986-gigabyte-geforce-rtx-5060-windforce-oc-8g.html
WOULD MAP,100%,NextLevel PC,"GIGABYTE GeForce RTX 5070 AERO OC 12G",9699.00,"NVIDIA GeForce RTX 5070",nvidia-rtx-5070,gpu,https://nextlevelpc.ma/carte-graphique-video-gpu/94469-gigabyte-geforce-rtx-5070-aero-oc-12g.html
WOULD MAP,100%,NextLevel PC,"GIGABYTE GeForce RTX 5070 EAGLE OC ICE SFF 12G",9499.00,"NVIDIA GeForce RTX 5070",nvidia-rtx-5070,gpu,https://nextlevelpc.ma/carte-graphique-video-gpu/94660-gigabyte-geforce-rtx-5070-eagle-oc-ice-sff-12g.html
WOULD MAP,100%,NextLevel PC,"GIGABYTE GeForce RTX 5070 EAGLE OC SFF 12G",9299.00,"NVIDIA GeForce RTX 5070",nvidia-rtx-5070,gpu,https://nextlevelpc.ma/carte-graphique-video-gpu/94812-gigabyte-geforce-rtx-5070-eagle-oc-sff-12g.html
WOULD MAP,100%,NextLevel PC,"GIGABYTE GeForce RTX 5070 Ti AERO OC 16G",14499.00,"NVIDIA GeForce RTX 5070 Ti",nvidia-rtx-5070-ti,gpu,https://nextlevelpc.ma/carte-graphique-video-gpu/94470-gigabyte-geforce-rtx-5070-ti-aero-oc-16g.html
WOULD MAP,100%,NextLevel PC,"GIGABYTE GeForce RTX 5070 Ti GAMING 16G",12699.00,"NVIDIA GeForce RTX 5070 Ti",nvidia-rtx-5070-ti,gpu,https://nextlevelpc.ma/carte-graphique-video-gpu/94813-gigabyte-geforce-rtx-5070-ti-gaming-16g.html
WOULD MAP,100%,NextLevel PC,"GIGABYTE GeForce RTX 5070 Ti GAMING OC 16G",14299.00,"NVIDIA GeForce RTX 5070 Ti",nvidia-rtx-5070-ti,gpu,https://nextlevelpc.ma/carte-graphique-video-gpu/94471-gigabyte-geforce-rtx-5070-ti-gaming-oc-16g.html
WOULD MAP,100%,NextLevel PC,"GIGABYTE GeForce RTX 5070 Ti GAMING OC 16G",14299.00,"NVIDIA GeForce RTX 5070 Ti",nvidia-rtx-5070-ti,gpu,https://nextlevelpc.ma/carte-graphique-video-gpu/97505-gigabyte-geforce-rtx-5070-ti-gaming-oc-16g.html
WOULD MAP,100%,NextLevel PC,"GIGABYTE GeForce RTX 5070 Ti WINDFORCE OC V2 16G",12999.00,"NVIDIA GeForce RTX 5070 Ti",nvidia-rtx-5070-ti,gpu,https://nextlevelpc.ma/carte-graphique-video-gpu/97113-gigabyte-geforce-rtx-5070-ti-windforce-oc-v2-16g.html
WOULD MAP,100%,NextLevel PC,"GIGABYTE GeForce RTX 5070 WINDFORCE SFF 12G",8199.00,"NVIDIA GeForce RTX 5070",nvidia-rtx-5070,gpu,https://nextlevelpc.ma/carte-graphique-video-gpu/94662-gigabyte-geforce-rtx-5070-windforce-sff-12g.html
WOULD MAP,100%,NextLevel PC,"GIGABYTE GeForce RTX 5080 AERO OC SFF 16G",19499.00,"NVIDIA GeForce RTX 5080",nvidia-rtx-5080,gpu,https://nextlevelpc.ma/carte-graphique-video-gpu/94472-gigabyte-geforce-rtx-5080-aero-oc-sff-16g.html
WOULD MAP,100%,NextLevel PC,"GIGABYTE GeForce RTX 5080 WINDFORCE OC SFF 16G",17999.00,"NVIDIA GeForce RTX 5080",nvidia-rtx-5080,gpu,https://nextlevelpc.ma/carte-graphique-video-gpu/94661-gigabyte-geforce-rtx-5080-windforce-oc-sff-16g.html
WOULD MAP,100%,NextLevel PC,"GIGABYTE GeForce RTX 5080 WINDFORCE SFF 16G",17499.00,"NVIDIA GeForce RTX 5080",nvidia-rtx-5080,gpu,https://nextlevelpc.ma/carte-graphique-video-gpu/96699-gigabyte-geforce-rtx-5080-windforce-sff-16g.html
WOULD MAP,100%,NextLevel PC,"GIGABYTE GeForce RTX 5090 WINDFORCE OC 32G",36999.00,"NVIDIA GeForce RTX 5090",nvidia-rtx-5090,gpu,https://nextlevelpc.ma/carte-graphique-video-gpu/95490-gigabyte-geforce-rtx-5090-windforce-oc-32g.html
WOULD IGNORE,0%,NextLevel PC,"GIGABYTE H610M K DDR4",949.00,"",,,https://nextlevelpc.ma/carte-mere/62628-gigabyte-h610m-k-ddr4.html
WOULD IGNORE,0%,NextLevel PC,"GIGABYTE M30 1TB SSD M.2",899.00,"",,,https://nextlevelpc.ma/ssd/20301-gigabyte-m30-1tb-ssd-m-2.html
WOULD MAP,100%,NextLevel PC,"GIGABYTE P550SS ICE 550W SILVER",499.00,"Corsair CV550 550W",corsair-cv550,psu,https://nextlevelpc.ma/alimentation-pc-psu/94760-gigabyte-p550ss-ice-550w-silver.html
WOULD MAP,100%,NextLevel PC,"GIGABYTE RADEON RX 9070 GAMING OC 16G",8499.00,"AMD Radeon RX 9070",amd-rx-9070,gpu,https://nextlevelpc.ma/carte-graphique-video-gpu/94399-gigabyte-radeon-rx-9070-gaming-oc-16g.html
WOULD MAP,100%,NextLevel PC,"GIGABYTE RADEON RX 9070 XT GAMING OC 16G",9399.00,"AMD Radeon RX 9070 XT",amd-rx-9070-xt,gpu,https://nextlevelpc.ma/carte-graphique-video-gpu/94400-gigabyte-radeon-rx-9070-xt-gaming-oc-16g.html
WOULD MAP,100%,NextLevel PC,"GIGABYTE Radeon RX 6500 XT EAGLE 4G",2399.00,"AMD Radeon RX 6500 XT",amd-rx-6500-xt,gpu,https://nextlevelpc.ma/carte-graphique-video-gpu/94172-gigabyte-radeon-rx-6500-xt-eagle-4g.html
WOULD MAP,100%,NextLevel PC,"GIGABYTE Radeon RX 7800 XT GAMING OC 16G",6999.00,"AMD RX 7800 XT",amd-rx-7800-xt,gpu,https://nextlevelpc.ma/carte-graphique-video-gpu/95299-gigabyte-radeon-rx-7800-xt-gaming-oc-16g.html
WOULD IGNORE,0%,NextLevel PC,"GIGABYTE Radeon RX 9060 XT GAMING OC 16G",5349.00,"",,,https://nextlevelpc.ma/carte-graphique-video-gpu/95684-gigabyte-radeon-rx-9060-xt-gaming-oc-16g.html
WOULD IGNORE,0%,NextLevel PC,"GIGABYTE SSD NVME 256G",570.00,"",,,https://nextlevelpc.ma/ssd/14678-gigabyte-ssd-nvme-256g.html
WOULD IGNORE,0%,NextLevel PC,"GIGABYTE X870 GAMING WIFI6",1199.00,"",,,https://nextlevelpc.ma/carte-mere/94167-gigabyte-x870-gaming-wifi6.html
WOULD IGNORE,0%,NextLevel PC,"GOODRAM CL100 GEN.3 120GB SSD",280.00,"",,,https://nextlevelpc.ma/ssd/7124-goodram-cl100-gen-3-120gb-ssd.html
WOULD IGNORE,0%,NextLevel PC,"GOODRAM CL100 GEN.3 256GB SSD",400.00,"",,,https://nextlevelpc.ma/ssd/7136-goodram-cl100-gen-3-256gb-ssd-copie-copie.html
WOULD IGNORE,0%,NextLevel PC,"GOODRAM IRDM D DDR4 16 Go 3000Mhz",990.00,"",,,https://nextlevelpc.ma/memoire-ram/6911-goodram-irdm-d-ddr4-16-go-3000mhz.html
WOULD MAP,100%,NextLevel PC,"Gainward GeForce RTX 3050 Pegasus 6G",2149.00,"NVIDIA GeForce RTX 3050",nvidia-rtx-3050,gpu,https://nextlevelpc.ma/carte-graphique-video-gpu/85936-gainward-geforce-rtx-3050-pegasus-6g.html
WOULD IGNORE,0%,NextLevel PC,"Gamdias AEOLUS M2 1201",150.00,"",,,https://nextlevelpc.ma/cpu-cooler/4735-gamdias-aeolus-m2-1201.html
WOULD IGNORE,0%,NextLevel PC,"Gigabyte A520M K V2",999.00,"",,,https://nextlevelpc.ma/carte-mere/63078-gigabyte-a520m-k-v2.html
WOULD MAP,100%,NextLevel PC,"Gigabyte AORUS GeForce RTX 4080 SUPER MASTER 16G",17990.00,"NVIDIA GeForce RTX 4080 SUPER",nvidia-rtx-4080-super,gpu,https://nextlevelpc.ma/carte-graphique-video-gpu/63161-gigabyte-aorus-geforce-rtx-4080-super-master-16g.html
WOULD MAP,100%,NextLevel PC,"Gigabyte AORUS GeForce RTX 4090 MASTER 24G",25999.00,"NVIDIA GeForce RTX 4090",nvidia-rtx-4090,gpu,https://nextlevelpc.ma/carte-graphique-video-gpu/78777-gigabyte-aorus-geforce-rtx-4090-master-24g.html
WOULD MAP,100%,NextLevel PC,"Gigabyte AORUS RTX 3090 Ti XTREME WATERFORCE 24G",26900.00,"NVIDIA GeForce RTX 3090",nvidia-rtx-3090,gpu,https://nextlevelpc.ma/carte-graphique-video-gpu/12928-gigabyte-aorus-rtx3090-ti-next-level-pc.html
WOULD MAP,100%,NextLevel PC,"Gigabyte AORUS Radeon RX 6800",6299.00,"AMD Radeon RX 6800",amd-rx-6800,gpu,https://nextlevelpc.ma/carte-graphique-video-gpu/8893-gigabyte-rx6800-next-level-pc.html
WOULD IGNORE,0%,NextLevel PC,"Gigabyte AORUS WATERFORCE X 240",2470.00,"",,,https://nextlevelpc.ma/composants/12567-gigabyte-aorus-waterforce-x-240.html
WOULD IGNORE,0%,NextLevel PC,"Gigabyte GTX 1660 OC 6G",3290.00,"",,,https://nextlevelpc.ma/carte-graphique-video-gpu/11955-gigabyte-gtx1660-next-level-pc.html
WOULD IGNORE,0%,NextLevel PC,"Gigabyte GTX 1660 SUPER OC 6G",3490.00,"",,,https://nextlevelpc.ma/carte-graphique-video-gpu/11943-gigabyte-gtx1660-super-next-level-pc.html
WOULD MAP,100%,NextLevel PC,"Gigabyte GeForce RTX 3050 EAGLE OC 6G",2699.00,"NVIDIA GeForce RTX 3050",nvidia-rtx-3050,gpu,https://nextlevelpc.ma/carte-graphique-video-gpu/64550-gigabyte-geforce-rtx-3050-eagle-oc-6g.html
WOULD MAP,100%,NextLevel PC,"Gigabyte GeForce RTX 3050 EAGLE OC 8GB",4590.00,"NVIDIA GeForce RTX 3050",nvidia-rtx-3050,gpu,https://nextlevelpc.ma/carte-graphique-video-gpu/14184-gigabyte-geforce-rtx-3050-eagle-oc-8gb.html
WOULD MAP,100%,NextLevel PC,"Gigabyte GeForce RTX 3050 WINDFORCE OC 6G",2499.00,"NVIDIA GeForce RTX 3050",nvidia-rtx-3050,gpu,https://nextlevelpc.ma/carte-graphique-video-gpu/90250-gigabyte-geforce-rtx-3050-windforce-oc-6g.html
WOULD MAP,100%,NextLevel PC,"Gigabyte GeForce RTX 3060 WINDFORCE OC 12G",3499.00,"NVIDIA GeForce RTX 3060",nvidia-rtx-3060,gpu,https://nextlevelpc.ma/carte-graphique-video-gpu/90237-gigabyte-geforce-rtx-3060-windforce-oc-12g.html
WOULD MAP,100%,NextLevel PC,"Gigabyte GeForce RTX 4060 Ti AERO OC 16G",2799.00,"NVIDIA GeForce RTX 4060 Ti",nvidia-rtx-4060-ti,gpu,https://nextlevelpc.ma/carte-graphique-video-gpu/47164-gigabyte-geforce-rtx-4060-ti-aero-oc-16g.html
WOULD MAP,100%,NextLevel PC,"Gigabyte GeForce RTX 4060 Ti WINDFORCE OC 16G",6499.00,"NVIDIA GeForce RTX 4060 Ti",nvidia-rtx-4060-ti,gpu,https://nextlevelpc.ma/carte-graphique-video-gpu/63332-gigabyte-geforce-rtx-4060-ti-windforce-oc-16g.html
WOULD MAP,100%,NextLevel PC,"Gigabyte GeForce RTX 4060 Ti WINDFORCE OC 8G",5299.00,"NVIDIA GeForce RTX 4060 Ti",nvidia-rtx-4060-ti,gpu,https://nextlevelpc.ma/carte-graphique-video-gpu/64492-gigabyte-geforce-rtx-4060-ti-windforce-oc-8g.html
WOULD MAP,100%,NextLevel PC,"Gigabyte GeForce RTX 4060 Ti WINDFORCE OC V2 8G",5299.00,"NVIDIA GeForce RTX 4060 Ti",nvidia-rtx-4060-ti,gpu,https://nextlevelpc.ma/carte-graphique-video-gpu/94042-gigabyte-geforce-rtx-4060-ti-windforce-oc-v2-8g-.html
WOULD MAP,100%,NextLevel PC,"Gigabyte GeForce RTX 4060 WINDFORCE OC 8G",4099.00,"NVIDIA GeForce RTX 4060",nvidia-rtx-4060,gpu,https://nextlevelpc.ma/carte-graphique-video-gpu/64520-gigabyte-geforce-rtx-4060-windforce-oc-8g.html
WOULD MAP,100%,NextLevel PC,"Gigabyte GeForce RTX 4070 SUPER GAMING OC 12G",8999.00,"NVIDIA GeForce RTX 4070 SUPER",nvidia-rtx-4070-super,gpu,https://nextlevelpc.ma/carte-graphique-video-gpu/63192-gigabyte-geforce-rtx-4070-super-gaming-oc-12g.html
WOULD MAP,100%,NextLevel PC,"Gigabyte GeForce RTX 4070 SUPER WINDFORCE OC 12G",8699.00,"NVIDIA GeForce RTX 4070 SUPER",nvidia-rtx-4070-super,gpu,https://nextlevelpc.ma/carte-graphique-video-gpu/63206-gigabyte-geforce-rtx-4070-super-windforce-oc-12g.html
WOULD MAP,100%,NextLevel PC,"Gigabyte GeForce RTX 4070 Ti SUPER GAMING OC 16G",12799.00,"NVIDIA GeForce RTX 4070 Ti SUPER",nvidia-rtx-4070-ti-super,gpu,https://nextlevelpc.ma/carte-graphique-video-gpu/63304-gigabyte-geforce-rtx-4070-ti-super-gaming-oc-16g.html
WOULD MAP,100%,NextLevel PC,"Gigabyte GeForce RTX 4070 Ti SUPER WINDFORCE OC 16G",11999.00,"NVIDIA GeForce RTX 4070 Ti SUPER",nvidia-rtx-4070-ti-super,gpu,https://nextlevelpc.ma/carte-graphique-video-gpu/63318-gigabyte-geforce-rtx-4070-ti-super-windforce-oc-16g.html
WOULD MAP,100%,NextLevel PC,"Gigabyte GeForce RTX 4080 AERO OC 16G",21449.00,"NVIDIA RTX 4080",nvidia-rtx-4080,gpu,https://nextlevelpc.ma/carte-graphique-video-gpu/63176-gigabyte-geforce-rtx-4080-aero-oc-16g.html
WOULD MAP,100%,NextLevel PC,"Gigabyte GeForce RTX 4080 SUPER WINDFORCE OC V2 16GB",14449.00,"NVIDIA GeForce RTX 4080 SUPER",nvidia-rtx-4080-super,gpu,https://nextlevelpc.ma/carte-graphique-video-gpu/54855-gigabyte-geforce-rtx-4080-super-windforce-oc-v2-16gb.html
WOULD MAP,100%,NextLevel PC,"Gigabyte GeForce RTX 4090 GAMING OC 24G",24999.00,"NVIDIA GeForce RTX 4090",nvidia-rtx-4090,gpu,https://nextlevelpc.ma/carte-graphique-video-gpu/24892-gigabyte-geforce-rtx-4090-gaming-oc-24g.html
WOULD IGNORE,0%,NextLevel PC,"Gigabyte GeForce RTX GAMING OC 8G",3499.00,"",,,https://nextlevelpc.ma/carte-graphique-video-gpu/64534-gigabyte-geforce-rtx-3060-gaming-oc-8g.html
WOULD MAP,100%,NextLevel PC,"Gigabyte RTX 3050 GAMING OC",4590.00,"NVIDIA GeForce RTX 3050",nvidia-rtx-3050,gpu,https://nextlevelpc.ma/carte-graphique-video-gpu/11386-gigabyte-rtx3050-next-level-pc-2.html
WOULD MAP,100%,NextLevel PC,"Gigabyte RTX 3060 Aorus",8000.00,"NVIDIA GeForce RTX 3060",nvidia-rtx-3060,gpu,https://nextlevelpc.ma/carte-graphique-video-gpu/8029-gigabyte-rtx3060-aorus.html
WOULD MAP,100%,NextLevel PC,"Gigabyte RTX 3060 EAGLE",5990.00,"NVIDIA GeForce RTX 3060",nvidia-rtx-3060,gpu,https://nextlevelpc.ma/carte-graphique-video-gpu/14232-gigabyte-rtx3060-next-level-pc.html
WOULD MAP,100%,NextLevel PC,"Gigabyte RTX 3060 GAMING OC 12G",9300.00,"NVIDIA GeForce RTX 3060",nvidia-rtx-3060,gpu,https://nextlevelpc.ma/carte-graphique-video-gpu/9736-gigabyte-geforce-rtx-3060-gaming-oc-12g.html
WOULD MAP,100%,NextLevel PC,"Gigabyte RTX 3060 Ti VISION OC",9590.00,"NVIDIA GeForce RTX 3060 Ti",nvidia-rtx-3060-ti,gpu,https://nextlevelpc.ma/carte-graphique-video-gpu/11605-gigabyte-geforce-rtx-3060-ti-vision-oc.html
WOULD MAP,100%,NextLevel PC,"Gigabyte RTX 3060 Ti eagle",9300.00,"NVIDIA GeForce RTX 3060 Ti",nvidia-rtx-3060-ti,gpu,https://nextlevelpc.ma/carte-graphique-video-gpu/8004-gigabyte-rtx3060ti-eagle.html
WOULD MAP,100%,NextLevel PC,"Gigabyte RTX 3070 Ti EAGLE 8G",12500.00,"NVIDIA GeForce RTX 3070 Ti",nvidia-rtx-3070-ti,gpu,https://nextlevelpc.ma/carte-graphique-video-gpu/9717-gigabyte-geforce-rtx-3070-ti-eagle-8g.html
WOULD MAP,100%,NextLevel PC,"Gigabyte RTX 3070 Ti GAMING OC 8G",13500.00,"NVIDIA GeForce RTX 3070 Ti",nvidia-rtx-3070-ti,gpu,https://nextlevelpc.ma/carte-graphique-video-gpu/9892-gigabyte-geforce-rtx-3070-ti-gaming-oc-8g.html
WOULD MAP,100%,NextLevel PC,"Gigabyte RTX 3080 GAMING OC 10G",11900.00,"NVIDIA GeForce RTX 3080",nvidia-rtx-3080,gpu,https://nextlevelpc.ma/carte-graphique-video-gpu/9885-gigabyte-rtx3080-next-level-pc.html
WOULD MAP,100%,NextLevel PC,"Gigabyte RTX 3080 Ti EAGLE 12G",21500.00,"NVIDIA GeForce RTX 3080 Ti",nvidia-rtx-3080-ti,gpu,https://nextlevelpc.ma/carte-graphique-video-gpu/11682-gigabyte-geforce-rtx-3080-ti-eagle-12g.html
WOULD MAP,100%,NextLevel PC,"Gigabyte RTX 3080 Vision OC 10G",17500.00,"NVIDIA GeForce RTX 3080",nvidia-rtx-3080,gpu,https://nextlevelpc.ma/carte-graphique-video-gpu/8011-gigabyte-rtx3080.html
WOULD MAP,100%,NextLevel PC,"Gigabyte RTX 3080 eagle 10G",16900.00,"NVIDIA GeForce RTX 3080",nvidia-rtx-3080,gpu,https://nextlevelpc.ma/carte-graphique-video-gpu/9727-gigabyte-geforce-rtx-3080-10g.html
WOULD MAP,100%,NextLevel PC,"Gigabyte RTX 3090 Ti GAMING 24G",21390.00,"NVIDIA GeForce RTX 3090",nvidia-rtx-3090,gpu,https://nextlevelpc.ma/carte-graphique-video-gpu/12934-gigabyte-rtx3090-ti-next-level-pc.html
WOULD MAP,100%,NextLevel PC,"Gigabyte RTX 3090 Ti GAMING OC 24G",17900.00,"NVIDIA GeForce RTX 3090",nvidia-rtx-3090,gpu,https://nextlevelpc.ma/carte-graphique-video-gpu/22389-gigabyte-geforce-rtx-3090-ti-gaming-oc-24g.html
WOULD MAP,100%,NextLevel PC,"Gigabyte RTX 3090 Ti GAMING OC 24G",21890.00,"NVIDIA GeForce RTX 3090",nvidia-rtx-3090,gpu,https://nextlevelpc.ma/carte-graphique-video-gpu/12910-gigabyte-rtx3090-ti-next-level-pc-2.html
WOULD MAP,100%,NextLevel PC,"Gigabyte Radeon RX 7600 GAMING OC 8G",4999.00,"AMD Radeon RX 7600",amd-rx-7600,gpu,https://nextlevelpc.ma/carte-graphique-video-gpu/47053-gigabyte-radeon-rx-7600-gaming-oc-8g.html
WOULD MAP,100%,NextLevel PC,"Gigabyte Radeon RX 7700 XT GAMING OC 12G",3590.00,"AMD Radeon RX 7700 XT",amd-rx-7700-xt,gpu,https://nextlevelpc.ma/carte-graphique-video-gpu/47061-gigabyte-radeon-rx-7700-xt-gaming-oc-12g.html
WOULD IGNORE,0%,NextLevel PC,"Gigabyte Radeon RX 9060 XT GAMING OC 8G",4999.00,"",,,https://nextlevelpc.ma/carte-graphique-video-gpu/95685-gigabyte-rx-9060-xt-gaming-oc-8g.html
WOULD IGNORE,0%,NextLevel PC,"Gigabyte X870 GAMING X WIFI7",729.00,"",,,https://nextlevelpc.ma/carte-mere/90287-gigabyte-x870-gaming-x-wifi7.html
WOULD IGNORE,0%,NextLevel PC,"HIKSEMI 16GB DDR5 4800MHz CL40",2899.00,"",,,https://nextlevelpc.ma/dimm/96365-hiksemi-16gb-ddr5-4800mhz-cl40.html
WOULD MAP,100%,NextLevel PC,"HIKSEMI SO-DIMM 16GB DDR4 3200MHz",899.00,"Corsair Vengeance LPX 16GB DDR4-3200",corsair-vengeance-lpx-16gb-ddr4-3200,ram,https://nextlevelpc.ma/so-dimm/96362-hiksemi-so-dimm-16gb-ddr4-3200mhz.html
WOULD IGNORE,0%,NextLevel PC,"HIKSEMI SO-DIMM 16GB DDR5 4800MHz",2499.00,"",,,https://nextlevelpc.ma/so-dimm/96363-hiksemi-so-dimm-16gb-ddr5-4800mhz.html
WOULD MAP,100%,NextLevel PC,"HIKSEMI SO-DIMM 16GB DDR5 5600MHZ",1499.00,"Corsair Vengeance DDR5-5600 16GB",corsair-vengeance-ddr5-16gb-5600,ram,https://nextlevelpc.ma/so-dimm/96364-hiksemi-so-dimm-16gb-ddr5-5600mhz.html
WOULD MAP,100%,NextLevel PC,"HIKSEMI SO-DIMM 8GB DDR4 3200MHz",1999.00,"Corsair Vengeance LPX 8GB DDR4-3200",corsair-vengeance-lpx-8gb-ddr4-3200,ram,https://nextlevelpc.ma/so-dimm/96361-hiksemi-so-dimm-8gb-ddr4-3200mhz.html
WOULD IGNORE,0%,NextLevel PC,"HIKVISION 512GB SSD NVME",699.00,"",,,https://nextlevelpc.ma/ssd/21072-hikvision-512gb-ssd-nvme.html
WOULD IGNORE,0%,NextLevel PC,"HIKVISION C100 240GB SSD",325.00,"",,,https://nextlevelpc.ma/ssd/18688-hikvision-c100-240gb-ssd.html
WOULD IGNORE,0%,NextLevel PC,"HIKVISION C100 480GB",499.00,"",,,https://nextlevelpc.ma/ssd/18676-hikvision-c100-480gb.html
WOULD IGNORE,0%,NextLevel PC,"HIKVISION E100 SSD SATA 256GB",429.00,"",,,https://nextlevelpc.ma/ssd/16521-hikvision-e100-ssd-sata-256gb-prix-maroc-rabat-marrakech-casa.html
WOULD IGNORE,0%,NextLevel PC,"HIKVISION G4000 NVMe M.2 SSD 1TB",229.00,"",,,https://nextlevelpc.ma/ssd/31754-hikvision-g4000-nvme-m-2-ssd-1tb.html
WOULD MAP,100%,NextLevel PC,"HIKVISION RGB 8GB DDR4 3200MHz CL16",599.00,"Corsair Vengeance LPX 8GB DDR4-3200",corsair-vengeance-lpx-8gb-ddr4-3200,ram,https://nextlevelpc.ma/dimm/96366-hikvision-rgb-8gb-ddr4-3200mhz-cl16.html
WOULD IGNORE,0%,NextLevel PC,"HIKVISION SSD 128GB 2.5&quot; E100 SATA III Prix Maroc",160.00,"",,,https://nextlevelpc.ma/ssd/13292-hikvision-ssd-128gb-2-5-e100-sata-iii-prix-maroc.html
WOULD IGNORE,0%,NextLevel PC,"HP SSD EX900 NVME M.2 250GB",2099.00,"",,,https://nextlevelpc.ma/ssd/4693-hp-ssd-ex900-nvme-m-2-250gb.html
WOULD IGNORE,0%,NextLevel PC,"HP SSD S600 2.5&quot; SATA 120GB",315.00,"",,,https://nextlevelpc.ma/ssd/4692-hp-ssd-s600-2-5-sata-120gb.html
WOULD IGNORE,0%,NextLevel PC,"HP SSD S600 2.5&quot; SATA 240GB",440.00,"",,,https://nextlevelpc.ma/ssd/4691-hp-ssd-s600-2-5-sata-240gb-next-level-pc-gamer-maroc.html
WOULD IGNORE,0%,NextLevel PC,"HP SSD S700 2.5&quot; 500GB",315.00,"",,,https://nextlevelpc.ma/ssd/7120-hp-ssd-s700-2-5-500gb.html
WOULD MAP,100%,NextLevel PC,"HYPERX FURY 16GB (2x8GB) DDR4 2666MHz CL16",1199.00,"Corsair Vengeance LPX 16GB DDR4-2666",corsair-vengeance-lpx-16gb-ddr4-2666,ram,https://nextlevelpc.ma/dimm/96494-hyperx-fury-16gb-2x8gb-ddr4-2666mhz-cl16.html
WOULD IGNORE,0%,NextLevel PC,"HYPERX FURY 16GB (2x8GB) DDR4 3000MHz CL15",1149.00,"",,,https://nextlevelpc.ma/dimm/96495-hyperx-fury-16gb-2x8gb-ddr4-3000mhz-cl15.html
WOULD MAP,100%,NextLevel PC,"HYPERX FURY RGB 16GB (2x8GB) DDR4 2666MHz CL16",1249.00,"Corsair Vengeance LPX 16GB DDR4-2666",corsair-vengeance-lpx-16gb-ddr4-2666,ram,https://nextlevelpc.ma/dimm/96493-hyperx-fury-rgb-16gb-2x8gb-ddr4-2666mhz-cl16.html
WOULD MAP,100%,NextLevel PC,"HYPERX FURY RGB 8GB DDR4 2666MHz CL16",599.00,"Kingston ValueRAM 8GB DDR4-2666",kingston-valueram-8gb-ddr4-2666,ram,https://nextlevelpc.ma/dimm/96496-hyperx-fury-rgb-8gb-ddr4-2666mhz-cl16-.html
WOULD IGNORE,0%,NextLevel PC,"HYTE THICC Q60",109.00,"",,,https://nextlevelpc.ma/cpu-cooler/93777-hyte-thicc-q60.html
